,SMILES,False positives,True positives,FP - filter,TP - filter,Score - filter
1934,CCN1c2nc3c(C)cccn3c(=O)c2CC2(C(=O)N(C)C(=O)N(C)C2=O)C1C,1.0,0.0,0.0,1.0,0.0
1935,CCN=C1S/C(=C\c2ccc(-c3cccc(C(=O)O)c3)o2)C(=O)N1CC,1.0,0.0,1.0,0.0,1.0
1936,CCNC(=O)CNC(=O)c1nn(Cc2ccccc2)c(=O)c2ccccc12,1.0,0.0,0.0,1.0,0.0
1937,CCNC(=S)N(C)CCc1cc2c(c(OC)c1C=C1C(=O)N(C)C(=O)N(C)C1=O)OCO2,1.0,0.0,1.0,0.0,1.0
1938,CCOC(=O)/C(=C\c1ccc(OC(F)F)cc1)C1=Nn2c(nnc2-c2ccc(Cl)cc2)SC1,-0.0,1.0,1.0,0.0,1.0
1939,CCOC(=O)/C(C#N)=C/c1cc(C)n(-c2ccccc2)c1C,1.0,0.0,1.0,0.0,1.0
1940,CCOC(=O)/C=C/C(=O)Nc1ccccc1-c1ccccc1NC(=O)/C=C/C(=O)OCC,-0.0,1.0,1.0,0.0,1.0
1941,CCOC(=O)C(CC)Sc1ccc2nnc(-c3cccnc3)n2n1,1.0,0.0,0.0,1.0,0.0
1942,CCOC(=O)C1(C)NC(c2ccc(O)cc2)C2C(=O)N(c3ccccc3)C(=O)C21,-0.0,1.0,0.0,1.0,0.0
1943,CCOC(=O)C1(CCOc2ccccc2)CCN(Cc2cccc(-n3cccn3)c2)CC1,1.0,0.0,0.0,0.0,0.0
1944,CCOC(=O)C1=C(C)N(CCC(=O)O)C(=O)NC1c1ccccc1Cl,1.0,0.0,0.0,0.0,0.0
1945,CCOC(=O)C1=C(C)NC(=S)NC1c1ccsc1,1.0,0.0,0.0,0.0,0.0
1946,CCOC(=O)C1=C(N)OC2=C(C(=O)CC(C)(C)C2)C1c1ccccc1OCC#N,1.0,0.0,1.0,0.0,1.0
1947,CCOC(=O)C1=NOC2C3CC(C12)C1C(=O)N(CCc2ccc(OC)c(OC)c2)C(=O)C31,1.0,0.0,0.0,0.0,0.0
1948,CCOC(=O)C1C(=O)OC(C)(C)C1C(C)C(=O)c1ccc(C)cc1,1.0,0.0,0.0,1.0,0.0
1949,CCOC(=O)C1CCCN(CCC(=O)Nc2cc(OC)ccc2OC)C1,1.0,0.0,0.0,1.0,0.0
1950,CCOC(=O)C1CCN(C(=O)CCS(=O)(=O)c2ccc3c(c2)CC(C)N3C(=O)CC)CC1,1.0,0.0,0.0,1.0,0.0
1951,CCOC(=O)C1CCN(C(=O)COc2cc(C)c(Br)cc2C)CC1,1.0,0.0,0.0,1.0,0.0
1952,CCOC(=O)C1CCN(c2c(NCc3ccc(C(=O)Nc4ccc(C)cc4)cc3)c(=O)c2=O)CC1,1.0,0.0,0.0,0.0,0.0
1953,CCOC(=O)CNC(=O)CSc1nnc(C)c(=O)[nH]1,1.0,0.0,0.0,1.0,0.0
1954,CCOC(=O)COc1ccccc1/C=C\[N+](=O)[O-],-0.0,1.0,0.0,1.0,0.0
1955,CCOC(=O)CSC1=C(C#N)C(c2ccccc2C)C2=C(CCCC2=O)N1,1.0,0.0,0.0,1.0,0.0
1956,CCOC(=O)CSc1cc(CS(C)(=O)=O)nc(-c2ccccn2)n1,1.0,0.0,0.0,1.0,0.0
1957,CCOC(=O)CSc1ccc(C(=O)NCCCN2CCOCC2)cc1[N+](=O)[O-],1.0,0.0,1.0,0.0,1.0
1958,CCOC(=O)CSc1nnc(-c2ccccc2)c(-c2ccccc2)n1,1.0,0.0,0.0,1.0,0.0
1959,CCOC(=O)Cc1cc(=O)c2cc(C)ccc2[nH]1,-0.0,1.0,0.0,1.0,0.0
1960,CCOC(=O)Cc1cnc(NC(=O)c2ccccc2)s1,1.0,0.0,0.0,1.0,0.0
1961,CCOC(=O)Cc1csc(NC(=O)NC2(C(F)(F)F)Oc3cc(Cl)c(Cl)cc3O2)n1,1.0,0.0,0.0,0.0,0.0
1962,CCOC(=O)Cc1csc(NC(=O)Nc2cccs2)n1,1.0,0.0,0.0,1.0,0.0
1963,CCOC(=O)Cc1csc(NC(=O)c2sc3nc4ccc(CC)cc4cc3c2N)n1,1.0,0.0,0.0,1.0,0.0
1964,CCOC(=O)Cc1nnc2c(Nc3ccccc3F)nc3nonc3n12,1.0,0.0,0.0,1.0,0.0
1965,CCOC(=O)Cn1c(=O)oc2cc(S(=O)(=O)NCCC(C)C)ccc21,1.0,0.0,0.0,1.0,0.0
1966,CCOC(=O)Cn1c(CCC(=O)O)ccc1-c1ccc(F)cc1,1.0,0.0,0.0,1.0,0.0
1967,CCOC(=O)Cn1c(CN2CCN(c3cccc(Cl)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C,1.0,0.0,0.0,1.0,0.0
1968,CCOC(=O)Cn1c(COc2ccccc2OC)[n+](C)c2ccccc21,1.0,0.0,0.0,1.0,0.0
1969,CCOC(=O)Cn1nc(C)c(NC(=O)COc2ccc([N+](=O)[O-])cc2)c1C,1.0,0.0,0.0,1.0,0.0
1970,CCOC(=O)N/N=C\c1ccc(C)s1,1.0,0.0,1.0,0.0,1.0
1971,CCOC(=O)N1C(=O)[C@@](CC)(c2ccccc2)N1C(=O)OCC,1.0,0.0,0.0,0.0,0.0
1972,CCOC(=O)N1CCC(NC(=O)CN2C(=O)CSc3nc(C)cc(C)c32)CC1,1.0,0.0,0.0,0.0,0.0
1973,CCOC(=O)N1CCN(C(=O)c2ccc(CS(=O)(=O)c3c(Cl)cccc3Cl)o2)CC1,1.0,0.0,0.0,0.0,0.0
1974,CCOC(=O)N1CCN(C(=S)Nc2ccc(C)cc2C)CC1,1.0,0.0,0.0,0.0,0.0
1975,CCOC(=O)N1CCN(CC(O)COC2CC(C)CC(C)(C)C2)CC1,1.0,0.0,0.0,0.0,0.0
1976,CCOC(=O)N1CCN(S(=O)(=O)c2ccc3c(c2)OCC(=O)N3)CC1,1.0,0.0,0.0,0.0,0.0
1977,CCOC(=O)N1CCN(c2nc(C)c3c(n2)CCCC3=O)CC1,1.0,0.0,0.0,0.0,0.0
1978,CCOC(=O)c1c(-c2ccccc2)n(C)c2ccc(O)cc12,1.0,0.0,0.0,1.0,0.0
1979,CCOC(=O)c1c(C)[nH]c(C(=O)COC(=O)C2=NNC(=O)CC2)c1C,1.0,0.0,0.0,0.0,0.0
1980,CCOC(=O)c1c(C)[nH]c(C(=O)N/N=C/c2cc([N+](=O)[O-])ccc2O)c1C,-0.0,1.0,1.0,0.0,1.0
1981,CCOC(=O)c1c(C)[nH]c(C(=O)OCC(=O)Nc2sccc2C(N)=O)c1C,1.0,0.0,0.0,1.0,0.0
1982,CCOC(=O)c1c(C)[nH]c(C2=NNC(=Nc3cccc(Cl)c3)SC2)c1C,-0.0,1.0,1.0,0.0,1.0
1983,CCOC(=O)c1c(CSCc2ccccc2)oc2ccc(O)c(CN(C)C)c12,1.0,0.0,0.0,0.0,0.0
1984,CCOC(=O)c1c(N2CCCCC2)c2ccccc2[nH]c1=O,1.0,0.0,0.0,1.0,0.0
1985,CCOC(=O)c1c(NC(=O)COC(=O)c2nccnc2N)sc(C(=O)N(C)C)c1C,1.0,0.0,0.0,1.0,0.0
1986,CCOC(=O)c1c(NC(=O)CSc2nnc(-c3c[nH]c4ccccc34)n2C)sc2c1CCCC2,1.0,0.0,0.0,1.0,0.0
1987,CCOC(=O)c1c(NC(=O)c2ccccc2)sc2c(O)c(CN(CC)CC)ccc12,1.0,0.0,0.0,0.0,0.0
1988,CCOC(=O)c1cc(C#N)c(NCc2ccccc2)nc1C,1.0,0.0,0.0,1.0,0.0
1989,CCOC(=O)c1cc(CC)sc1/N=C/C1=C(O)CCCC1=O,1.0,0.0,1.0,0.0,1.0
1990,CCOC(=O)c1cc2c(=O)n3cccc(C)c3nc2n(CCOC)c1=NC(C)=O,1.0,0.0,0.0,1.0,0.0
1991,CCOC(=O)c1cc2occc2n1CC(=O)N1CCCc2ccccc21,1.0,0.0,0.0,1.0,0.0
1992,CCOC(=O)c1ccc(-n2[nH]c(-c3ccccc3)cc2=O)cc1,1.0,0.0,0.0,1.0,0.0
1993,CCOC(=O)c1ccc(NC(=O)CC2COc3ccccc3O2)cc1,1.0,0.0,0.0,1.0,0.0
1994,CCOC(=O)c1ccc(NC(=O)N2CCN(S(C)(=O)=O)CC2)cc1,1.0,0.0,0.0,1.0,0.0
1995,CCOC(=O)c1ccc(NC(=O)NS(=O)(=O)c2ccc(C)cc2)cc1,1.0,0.0,0.0,1.0,0.0
1996,CCOC(=O)c1ccc(NC(=O)Oc2ccccc2)cc1,1.0,0.0,1.0,0.0,1.0
1997,CCOC(=O)c1ccc(NC(=S)NC(=O)C2CCCC2)cc1,1.0,0.0,0.0,0.0,0.0
1998,CCOC(=O)c1ccc(Nc2ncnc3nc[nH]c23)cc1,1.0,0.0,0.0,1.0,0.0
1999,CCOC(=O)c1ccc(Oc2nc(NC)nc(Nc3ccccc3)n2)cc1,1.0,0.0,0.0,1.0,0.0
2000,CCOC(=O)c1cccc(NC(=O)C2CCN(c3ncnc4c3nc3n4CCCCC3)CC2)c1,1.0,0.0,0.0,1.0,0.0
2001,CCOC(=O)c1cccnc1NC(=O)c1ccncc1,1.0,0.0,0.0,1.0,0.0
2002,CCOC(=O)c1cnc2ccc(C(=O)OC)cc2c1NCCCN1CCOCC1,1.0,0.0,0.0,1.0,0.0
2003,CCOC(=O)c1cnc2ccccc2c1Nc1ccc2c(c1)OCCO2,-0.0,1.0,0.0,1.0,0.0
2004,CCOC(=O)c1cnn(-c2ccccc2)c1-n1cccc1,1.0,0.0,0.0,1.0,0.0
2005,CCOC(=O)c1nnn(CC(=O)NC(=O)Nc2ccc(F)cc2)c1C(=O)OCC,1.0,0.0,0.0,1.0,0.0
2006,CCOC(=O)c1sc(NC(=O)Nc2ccccc2F)nc1C,1.0,0.0,0.0,1.0,0.0
2007,CCOC(=O)c1sc2nc3c(cc2c1N)COC(C(C)C)C3,1.0,0.0,0.0,1.0,0.0
2008,CCOC(=O)n1c(SCC(N)=O)nc2ccccc21,1.0,0.0,0.0,1.0,0.0
2009,CCOCCCNC(=O)c1cc(C)nn1-c1ccccc1,1.0,0.0,0.0,1.0,0.0
2010,CCOc1c(C)cc(S(=O)(=O)NCc2cccnc2)c(C)c1C,1.0,0.0,0.0,0.0,0.0
2011,CCOc1c2ccc(C(=O)NCc3ccccc3OC)cc2nn1CC,1.0,0.0,0.0,1.0,0.0
2012,CCOc1cc(/C=C\[N+](=O)[O-])ccc1OCC(=O)Nc1ccccc1C,-0.0,1.0,0.0,1.0,0.0
2013,CCOc1cc(/C=N/NC(=O)c2cccc(S(=O)(=O)N3CCOCC3)c2)ccc1OCC(=O)N(C)C,1.0,0.0,1.0,0.0,1.0
2014,CCOc1cc(C(=O)NCc2ccccc2)ccc1OCC(=O)N1CCOCC1,1.0,0.0,0.0,1.0,0.0
2015,CCOc1cc(C(=S)N2CCOCC2)ccc1OS(=O)(=O)c1ccc(OC)cc1,1.0,0.0,0.0,0.0,0.0
2016,CCOc1cc(C(c2c(C)[nH][nH]c2=O)c2c(C)[nH][nH]c2=O)cc(Br)c1OC,1.0,0.0,0.0,1.0,0.0
2017,CCOc1cc(CNCC2CCCN2CC)cc(Cl)c1OC,-0.0,1.0,0.0,1.0,0.0
2018,CCOc1cc(CNc2ccc3c(c2)OCCO3)cc(Br)c1OCC,-0.0,1.0,0.0,0.0,0.0
2019,CCOc1cc(N2CCOCC2)c(OCC)cc1NC(=O)c1cc(-c2ccco2)nc2ccccc12,-0.0,1.0,0.0,0.0,0.0
2020,CCOc1cc2c(cc1OCC)C(c1ccc(OC)cc1)N(c1ccccc1)C(=O)C2,1.0,0.0,0.0,0.0,0.0
2021,CCOc1ccc(-c2cnc(NCc3cccc4ccccc34)n2CCOC)cc1,1.0,0.0,1.0,0.0,1.0
2022,CCOc1ccc(-c2cnc3ccccc3n2)cc1,-0.0,1.0,0.0,1.0,0.0
2023,CCOc1ccc(-c2nc(CSCC(=O)NC3CC3)c(C)o2)cc1,-0.0,1.0,0.0,1.0,0.0
2024,CCOc1ccc(/C=N/NC(=O)C(O)c2ccccc2)c(O)c1,1.0,0.0,1.0,0.0,1.0
2025,CCOc1ccc(/C=N/NC(=O)c2ccc(Cn3cc([N+](=O)[O-])cn3)o2)cc1,1.0,0.0,0.0,0.0,0.0
2026,CCOc1ccc(C2N(c3ccc(F)cc3)C(=O)C3CCCN32)cc1OC,1.0,0.0,0.0,1.0,0.0
2027,CCOc1ccc(CC(=O)N2CCC3(CC2)NCCc2[nH]cnc23)cc1,1.0,0.0,0.0,1.0,0.0
2028,CCOc1ccc(CCNC(=O)c2nn(C)c3c2CS(=O)(=O)c2ccccc2-3)cc1,1.0,0.0,0.0,1.0,0.0
2029,CCOc1ccc(CNC(=O)CCS(=O)(=O)c2ccc3c(c2)oc(=O)n3C)cc1,1.0,0.0,0.0,1.0,0.0
2030,CCOc1ccc(CNCCCSc2ncccn2)cc1OC,1.0,0.0,0.0,0.0,0.0
2031,CCOc1ccc(N(CC(=O)NC2CCCCC2)C(=O)CCC(=O)Nc2nc(C)cs2)cc1,1.0,0.0,0.0,0.0,0.0
2032,CCOc1ccc(N2CSC(=S)N(c3ccc(OCC)cc3)C2)cc1,1.0,0.0,0.0,0.0,0.0
2033,CCOc1ccc(N=C(NN)c2ccc3ccccc3n2)cc1,1.0,0.0,0.0,0.0,0.0
2034,CCOc1ccc(N=Nc2c(N)[nH][nH]c2=O)cc1,1.0,0.0,0.0,0.0,0.0
2035,CCOc1ccc(NC(=O)C(C)NS(=O)(=O)c2ccc(NC(C)=O)cc2)cc1,1.0,0.0,0.0,1.0,0.0
2036,CCOc1ccc(NC(=O)C2CCCN(c3nn4c(=O)cc(C)nc4s3)C2)cc1,1.0,0.0,0.0,1.0,0.0
2037,CCOc1ccc(NC(=O)CCCNC(=O)Cn2cnc3sc(C)c(C)c3c2=O)cc1,1.0,0.0,0.0,0.0,0.0
2038,CCOc1ccc(NC(=O)COC(=O)C2(C)CC2(Cl)Cl)c([N+](=O)[O-])c1,1.0,0.0,0.0,1.0,0.0
2039,CCOc1ccc(NC(=O)c2ccc3c(=O)n(-c4ccc(OC)cc4OC)c(=S)[nH]c3c2)cc1,1.0,0.0,0.0,0.0,0.0
2040,CCOc1ccc(NC(=O)c2cccnc2C(=O)O)cc1,1.0,0.0,0.0,1.0,0.0
2041,CCOc1ccc(NC(=S)N(CCc2ccncc2)C(C)C)cc1,1.0,0.0,0.0,0.0,0.0
2042,CCOc1ccc(NCC(=O)c2ccc(C)cc2)cc1,1.0,0.0,0.0,0.0,0.0
2043,CCOc1ccc(NCc2cccn2-c2nnc(N3CCC(C(=O)NCCCN4CCCCC4)CC3)s2)cc1,1.0,0.0,1.0,0.0,1.0
2044,CCOc1ccc(NCc2nc3ccccc3n2CCOc2ccccc2)cc1,1.0,0.0,1.0,0.0,1.0
2045,CCOc1ccc(NCc2nnc(SCC(=O)Nc3cc(C)on3)n2-c2ccc(OC)cc2)cc1,1.0,0.0,1.0,0.0,1.0
2046,CCOc1ccc2c(c1)[N+](C)(C)C(C)(C)C=C2C,1.0,0.0,0.0,1.0,0.0
2047,CCOc1ccc2nc(NC(=O)c3cc([N+](=O)[O-])ccc3N3CCOCC3)sc2c1,-0.0,1.0,0.0,0.0,0.0
2048,CCOc1cccc(/C=N/NC(=S)Nc2ccccc2[N+](=O)[O-])c1O,-0.0,1.0,1.0,0.0,1.0
2049,CCOc1ccccc1-n1c(SCC(=O)Nc2ccccc2C(=O)O)nc2ccccc2c1=O,-0.0,1.0,0.0,1.0,0.0
2050,CCOc1ccccc1-n1c([S-])c(C(=O)Nc2ccc(C)cc2)[n+]2ccccc12,-0.0,1.0,0.0,1.0,0.0
2051,CCOc1ccccc1/C=C/c1onc(C)c1S(=O)(=O)N1CCC(C(=O)NC(C)(C)C)CC1,1.0,0.0,0.0,1.0,0.0
2052,CCOc1ccccc1C(=O)Nc1ccc(NC(=O)c2ccccc2)cc1,1.0,0.0,0.0,1.0,0.0
2053,CCOc1ccccc1CNC(=O)CCn1ccc2cc(S(=O)(=O)N3CCCCC3)ccc21,1.0,0.0,0.0,0.0,0.0
2054,CCOc1ccccc1N1CCN(CC(=O)NC(C)c2ccccc2)CC1,1.0,0.0,0.0,1.0,0.0
2055,CCOc1ccccc1NC(=O)Cn1c(-c2ccc(Cl)cc2)noc1=O,1.0,0.0,0.0,1.0,0.0
2056,CCOc1ccccc1Nc1nnc(SCc2nnc(-c3cc(OC)c(OC)c(OC)c3)o2)s1,-0.0,1.0,1.0,0.0,1.0
2057,CCOc1ccccc1OCCOCCOc1c(Cl)cccc1Cl,1.0,0.0,0.0,0.0,0.0
2058,CCS(=O)(=O)N1CCN(C(=O)c2ccccc2)CC1,1.0,0.0,0.0,1.0,0.0
2059,CCS(=O)(=O)N1Cc2ccccc2CC1C(=O)Nc1nc2ccccc2s1,1.0,0.0,0.0,1.0,0.0
2060,CCS(=O)(=O)c1ncc(Cl)c(C(=O)Nc2ccc(S(=O)(=O)N3CCC(C)CC3)cc2)n1,-0.0,1.0,0.0,0.0,0.0
2061,CCSc1nnc(-c2ccc(S(=O)(=O)NCc3cccs3)cc2)o1,1.0,0.0,0.0,1.0,0.0
2062,CCSc1nnc(NC(=O)C(Cc2ccccc2)n2cccc2)s1,1.0,0.0,0.0,1.0,0.0
2063,CC[C@@H](C)[C@H](NC(=O)Cc1c(C)c2cc3c(C)c(C)oc3c(C)c2oc1=O)C(=O)O,1.0,0.0,0.0,1.0,0.0
2064,CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]1NCCc2cc(OC)c(OC)cc21,-0.0,1.0,0.0,1.0,0.0
2065,CC[n+]1c(/C=C/c2cc([N+](=O)[O-])ccc2O)ccc2ccccc21,1.0,0.0,0.0,0.0,0.0
2066,CCc1cc(C(=O)NCC(C)(C)N2CCOCC2)sc1C,1.0,0.0,0.0,1.0,0.0
2067,CCc1cc(C)cc(OCCNC(=O)c2cncc(Br)c2)c1,1.0,0.0,0.0,1.0,0.0
2068,CCc1cc(C=NC2CCCCC2)c(O)s1,1.0,0.0,0.0,0.0,0.0
2069,CCc1cc2c(NCCC(=O)O)nc(C)nc2s1,1.0,0.0,0.0,1.0,0.0
2070,CCc1cc[n+](CC(=O)Nc2ccc(Cl)cc2Cl)cc1,1.0,0.0,0.0,0.0,0.0
2071,CCc1ccc(-c2nc(CS(=O)CC(=O)NCc3cccnc3)c(C)o2)cc1,1.0,0.0,0.0,1.0,0.0
2072,CCc1ccc(-c2nc(CSCC(=O)NCc3ccco3)c(C)o2)cc1,-0.0,1.0,0.0,1.0,0.0
2073,CCc1ccc(/C=C2\Oc3cc(OC(=O)N4CCOCC4)ccc3C2=O)cc1,1.0,0.0,1.0,0.0,1.0
2074,CCc1ccc(C(=O)Cn2ncc(Cl)c(Cl)c2=O)cc1,-0.0,1.0,0.0,1.0,0.0
2075,CCc1ccc(C(=O)N/N=C(\C)c2ccncc2)s1,1.0,0.0,1.0,0.0,1.0
2076,CCc1ccc(C(=O)NC(CCSC)C(=O)OC)cc1,1.0,0.0,0.0,1.0,0.0
2077,CCc1ccc(C(CNc2nc(C(F)(F)F)nc3ccccc23)N(C)C)cc1,1.0,0.0,0.0,1.0,0.0
2078,CCc1ccc(C2=NNC(=Nc3cccc(S(=O)(=O)N(C)C)c3)SC2)cc1,1.0,0.0,1.0,0.0,1.0
2079,CCc1ccc(NC(=O)C2C3CCC(O3)C2C(=O)O)cc1,-0.0,1.0,0.0,1.0,0.0
2080,CCc1ccc(NC(=O)C2CCC(CNC(=O)[C@@H]3Cc4ccccc4CN3)CC2)cc1,1.0,0.0,0.0,1.0,0.0
2081,CCc1ccc(NC(=O)CSc2ccc(-c3cccnc3)nn2)cc1,1.0,0.0,0.0,1.0,0.0
2082,CCc1ccc(OC(C)C(=O)N(Cc2ccco2)C2CCS(=O)(=O)C2)cc1,1.0,0.0,0.0,1.0,0.0
2083,CCc1cccc(CC)c1NC(=S)N1CCn2cccc2C1c1cccnc1,1.0,0.0,0.0,1.0,0.0
2084,CCc1cccc(NC(=O)C2CCCN(S(=O)(=O)c3cccs3)C2)c1,1.0,0.0,0.0,1.0,0.0
2085,CCc1cccc(NC(=O)COC(=O)/C=C/c2cccs2)c1,1.0,0.0,1.0,0.0,1.0
2086,CCc1cccc2c(-c3csc(NCCOC)n3)c[nH]c12,1.0,0.0,0.0,1.0,0.0
2087,CCc1cccc2c(C(=O)COC(=O)c3ccc([N+](=O)[O-])s3)c[nH]c12,-0.0,1.0,0.0,1.0,0.0
2088,CCc1ccccc1-n1c(SCC(=O)Nc2ccc3c(c2)OCCO3)nc2[nH]ncc2c1=O,-0.0,1.0,0.0,1.0,0.0
2089,CCc1ccccc1N(CC(=O)N1CCCC1)S(C)(=O)=O,1.0,0.0,0.0,1.0,0.0
2090,CCc1ccccc1N(CC(=O)NCc1ccco1)C(=O)CCC(=O)Nc1ccccn1,-0.0,1.0,0.0,0.0,0.0
2091,CCc1ccccc1NC(=O)CCS(=O)(=O)c1ccc(OC)cc1,1.0,0.0,0.0,1.0,0.0
2092,CCc1ccccc1NC(=O)COc1cccc2ccc(C)nc12,1.0,0.0,0.0,1.0,0.0
2093,CCc1ccccc1NC(=O)CSc1nnc(-c2ccncc2)o1,1.0,0.0,0.0,1.0,0.0
2094,CCc1ccccc1NC(=O)c1ccc(NS(C)(=O)=O)cc1,1.0,0.0,0.0,1.0,0.0
2095,CCc1ccn2cc(-c3cc(-c4ccccc4)no3)nc2c1,-0.0,1.0,0.0,1.0,0.0
2096,CCc1nc(SCC(=O)NCCc2ccc(OC)c(OC)c2)c2c(=O)n(C)c(=O)n(C)c2n1,1.0,0.0,0.0,0.0,0.0
2097,CCc1nc2ccc(C(=O)O)cc2nc1CC,-0.0,1.0,0.0,1.0,0.0
2098,CCc1nc2sc3ccccc3c(=O)c2c(=O)n1Cc1ccc(OC)cc1,1.0,0.0,0.0,0.0,0.0
2099,CCc1nn(CC(=O)N2CCC(C(N)=O)CC2)c(=O)c2cc3occc3n12,1.0,0.0,0.0,1.0,0.0
2100,CCn1c(=O)c(C(=O)Nc2ccccc2F)c(O)c2ccccc21,1.0,0.0,0.0,1.0,0.0
2101,CCn1c(=O)c2c3c(sc2n2cnnc12)CCC3,1.0,0.0,0.0,1.0,0.0
2102,CCn1c(=O)n(CC)c2cc(N3CCCC3)c(NC(=O)c3ccc(OC)c(Br)c3)cc21,1.0,0.0,0.0,1.0,0.0
2103,CCn1c(C(C#N)/C(=N\S(=O)(=O)c2cccs2)c2ccccc2)nc2ccccc21,1.0,0.0,1.0,0.0,1.0
2104,CCn1c(C)cc(/C=C2/NC(=O)N(c3ccccc3)C2=O)c1C,1.0,0.0,1.0,0.0,1.0
2105,CCn1c(C)nc2cc(C(=O)NNC(=S)Nc3ccccc3)ccc21,-0.0,1.0,0.0,0.0,0.0
2106,CCn1c(COc2ccc(C)cc2)nnc1SCC(=O)Nc1ccc2c(c1)OCCO2,1.0,0.0,0.0,1.0,0.0
2107,CCn1c(NC(=S)Nc2ccccc2)nc2ccccc21,1.0,0.0,0.0,0.0,0.0
2108,CCn1c(O)c(C=Nc2ccc(N3CCOCC3)c(Br)c2)c(=O)n(CC)c1=S,1.0,0.0,1.0,0.0,1.0
2109,CCn1c(O)c(C=Nc2ccccc2)oc1=S,1.0,0.0,1.0,0.0,1.0
2110,CCn1c(S(=O)(=O)O)nc2ccccc21,1.0,0.0,0.0,1.0,0.0
2111,CCn1c(SCC(=O)Nc2ccc(N(C)C)cc2)nnc1-c1cccc(C)c1,1.0,0.0,0.0,1.0,0.0
2112,CCn1c(SCC(=O)Nc2oc(C)c3c(C)n[nH]c(=O)c23)nc2sc(C)c(C)c2c1=O,1.0,0.0,0.0,1.0,0.0
2113,CCn1cc(CN2CCC(C(=O)Nc3cccc(-c4cccc(Cl)c4)c3)CC2)c(C)n1,1.0,0.0,0.0,0.0,0.0
2114,CCn1cc(S(=O)(=O)Nc2ccc3c(c2)OCCO3)cn1,-0.0,1.0,0.0,1.0,0.0
2115,CCn1ccnc1CN(C)C(=O)c1cc(COc2ccc(Cl)cc2OC)on1,1.0,0.0,0.0,1.0,0.0
2116,CCn1nc(C)c(/C=N/NC(=O)c2c[nH]c3ccccc23)c1C,1.0,0.0,0.0,0.0,0.0
2117,CN(/C(=N\S(=O)(=O)c1ccccc1)C(F)(F)F)c1ccccc1,1.0,0.0,1.0,0.0,1.0
2118,CN(C(=O)c1ccc(OC2CCN(Cc3ccccn3)CC2)cc1)C1CCCCC1,1.0,0.0,0.0,1.0,0.0
2119,CN(C(=O)c1ccccc1C(=O)OCC(=O)Nc1ccc(S(N)(=O)=O)cc1)c1ccccc1,1.0,0.0,0.0,1.0,0.0
2120,CN(C)C(=O)N1CCC(C(=O)NCc2ccc(F)cc2Cl)CC1,1.0,0.0,0.0,1.0,0.0
2121,CN(C)S(=O)(=O)c1ccc(-c2csnn2)s1,1.0,0.0,0.0,1.0,0.0
2122,CN(C)S(=O)(=O)c1ccc(C(=O)OCCCN=C2NS(=O)(=O)c3ccccc32)cc1,-0.0,1.0,0.0,0.0,0.0
2123,CN(C)c1ccc(-c2nc3n(n2)C(c2cccnc2)C2=C(CC(C)(C)CC2=O)N3)cc1,1.0,0.0,0.0,1.0,0.0
2124,CN(C)c1ccc(/C=N/NC(=O)C2COc3ccccc3O2)o1,1.0,0.0,0.0,0.0,0.0
2125,CN(C)c1ccc(/C=N/NC(=O)c2cccc(N3CCCC3=O)c2)cc1,1.0,0.0,0.0,0.0,0.0
2126,CN(C)c1ccc(/C=N\Nc2nc(-c3ccccc3)cc(=O)[nH]2)cc1,1.0,0.0,1.0,0.0,1.0
2127,CN(C)c1ccc(C(=S)Nc2ccccc2)cc1,1.0,0.0,0.0,1.0,0.0
2128,CN(C)c1ccc(C2Nc3ccccc3C(=O)N2CCCN2CCOCC2)cc1,-0.0,1.0,0.0,1.0,0.0
2129,CN(C)c1ccc(CNc2ccc3c(c2)ncn3C(C)(C)C)cc1,-0.0,1.0,0.0,1.0,0.0
2130,CN(C)c1ccc(N=Nc2nc3ccccc3n2C)cc1,1.0,0.0,0.0,0.0,0.0
2131,CN(C)c1ccc(NS(=O)(=O)c2cc(Cl)ccc2Cl)cc1,1.0,0.0,0.0,1.0,0.0
2132,CN(CC(=O)NCc1cccnc1)S(=O)(=O)c1ccc2c(c1)c(=O)n(C)c(=O)n2C,1.0,0.0,0.0,1.0,0.0
2133,CN(CC(=O)Nc1ccc(F)cc1)C(=O)COC(=O)c1cc(S(=O)(=O)N(C)C)ccc1N1CCCC1,1.0,0.0,1.0,0.0,1.0
2134,CN(CC(=O)Nc1cccc(F)c1)CC(=O)Nc1cccc(S(N)(=O)=O)c1,1.0,0.0,0.0,1.0,0.0
2135,CN(CC(=O)Nc1ccccc1Br)C(=O)c1cccn1C,1.0,0.0,0.0,1.0,0.0
2136,CN(Cc1ccccc1)C(=O)c1ccccc1NC(=O)C1=CSCCO1,1.0,0.0,0.0,0.0,0.0
2137,CN(Cc1nc(-c2ccccc2)no1)C(=O)c1ccc2c(c1)OCO2,1.0,0.0,0.0,1.0,0.0
2138,CN(NC1OC(=O)c2ccccc21)c1ccc(C(F)(F)F)cc1[N+](=O)[O-],1.0,0.0,1.0,0.0,1.0
2139,CN(c1ccccc1)S(=O)(=O)c1nnc(NC(=O)COc2ccccc2F)s1,1.0,0.0,0.0,1.0,0.0
2140,CN1C(C(=O)Nc2ccc(OC(F)(F)F)cc2)=CC(c2cccs2)=NS1(=O)=O,-0.0,1.0,0.0,0.0,0.0
